"sale","lot","position","dealer","year","origin_author","origin_cat","school_pntg","diff_origin","logprice","price","count","subject","authorstandard","artistliving","authorstyle","author","winningbidder","winningbiddertype","endbuyer","Interm","type_intermed","Height_in","Width_in","Surface_Rect","Diam_in","Surface_Rnd","Shape","Surface","material","mat","materialCat","nfigures","engraved","original","prevcoll","othartist","paired","figures","finished","lrgfont","relig","landsALL","lands_sc","lands_elem","lands_figs","lands_ment","arch","mytho","peasant","othgenre","singlefig","portrait","still_life","discauth","history","allegory","pastorale","other"
"R1776",56,0.16918429,"R",1776,"D/FL","D/FL","D/FL",0,5.310739887,"202.5",1,"(2) Cavaliers, coche, chariots dans paysage / Paysage, animaux, figures","Breughel I the Elder (J), Jan",0,"n/a","Jean Breughel, ou Breughel de Velours","Desmarets, J.","U","U",0,"",4.5,7,31.5,NA,NA,"squ_rect",31.5,"cuivre","c","copper",0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"R1770",42,0.328125,"R",1770,"F","F","F",0,6.400257445,"602.0",1,"Vieillard et enfant vus jusqu'aux genoux","Lefèbvre, Claude",0,"n/a","Claude Le fevre","Aubert, Ange-Joseph for Radix de Sainte-Foy, Claude-Pierre-Maximilien de","DC","C",1,"D",54.5,42,2289,NA,NA,"squ_rect",2289,"toile","t","canvas",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"L1774",5,0.037313433,"R",1774,"I","I","I",0,6.152732695,"470.0",1,"Métamorphoses","Giordano, Luca",0,"n/a","Luca Jordano","Vanloo","C","C",0,"",43,36,1548,NA,NA,"squ_rect",1548,"toile","t","canvas",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"R1776",182,0.549848943,"R",1776,"A","A","D/FL",1,4.787491743,"120.0",1,"(2) Apollon & Daphné / Vertumne et Pomone","Ferg, Franz de Paula",0,"n/a","François Paul Ferg","Mercier, Charles-André","D","D",0,"",4.75,6,28.5,NA,NA,"squ_rect",28.5,"bois","b","wood",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"J1777",37,0.770833333,"J",1777,"F","F","F",0,5.703782475,"300.0",1,"Salmacis & Hermaphrodite","Lagrenée the Elder, Louis-Jean-François",1,"n/a","N. de Lagrenée l'ainé","Unknown","","",NA,"",14,11,154,NA,NA,"squ_rect",154,"cuivre","c","copper",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"R1770",9,0.0703125,"R",1770,"F","F","D/FL",1,7.300472814,"1,481.0",1,"Moise tenant les tables de la Loi","Champaigne, Philippe de",0,"n/a","Philippe Van-Champagne","Rémy, Pierre for Choiseul-Praslin, Louis-César-Renaud, duc de","EC","C",1,"E",33,26,858,NA,NA,"squ_rect",858,"toile","t","canvas",0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"R1764",78,0.155378486,"R",1764,"F","F","F",0,1.791759469,"6.0",1,"Le Buste d'une Sainte","Fréminet, Martin",0,"n/a","Martin Freminet","Unknown","","",NA,"",16,11,176,NA,0,"oval",176,"bois","b","wood",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"J1768",81,0.786407767,"J",1768,"F","F","F",0,0.693147181,"2.0",1,"(2) Paysage avec clair de lune; paysage avec Soleil couchant","Millet (F), Francisque",0,"n/a","Francisque Millet","Joullain, François-Charles for Chiquet de Champs-Renard","EC","C",1,"E",6,8,48,NA,NA,"squ_rect",48,"cuivre","c","copper",0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"R1764",177,0.352589641,"R",1764,"D/FL","D/FL","D/FL",1,4.094344562,"60.0",1,"Un joli Paysage enrichi de Ruines & de plusieurs Figures","Swanenburgh, Cornelis Nicolai van",0,"n/a","C. V. Swanenburk","Langeac, marquis de","C","C",0,"",23.5,29,681.5,NA,0,"squ_rect",681.5,"toile","t","canvas",0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0
"R1776",52,0.157099698,"R",1776,"D/FL","D/FL","D/FL",0,5.393627546,"220.0",1,"femme nue dans paysage avec rochers","Poelenberch, Cornelis van",0,"n/a","Cornille Poelenburg","Lebrun, Jean-Baptiste-Pierre","D","D",0,"",7,10.5,73.5,NA,NA,"squ_rect",73.5,"cuivre","c","copper",0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"L1768",191,0.93627451,"L",1768,"F","F","F",1,3.17805383,"24.0",1,"Moyse change verge en serpent","Bourdon, Sébastien",0,"n/a","Sebastien Bourdon","Unknown","","",NA,"",108,108,11664,NA,NA,"squ_rect",11664,"n/a","n/a","",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"L1764",54,0.885245902,"L",1764,"D/FL","D/FL","D/FL",1,3.583518938,"36.0",1,"des Seigneurs qui lisent","Quellinus II (E), Erasmus",0,"n/a","Quinlinus","Unknown","","",NA,"",15.5,20.5,317.75,NA,NA,"squ_rect",317.75,"toile","t","canvas",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"R1767",26,0.081761006,"R",1767,"I","I","I",0,4.49980967,"90.0",1,"(2) N.S. qui tient un roseau entre quatre Juifs, figures à mi-corps: & le mariage de Sainte Catherine, ","Carracci (L), Ludovico",0,"n/a","Louis Carrache","Le Blanc, Jean-Bernard, abbé","D","D",0,"",8,6.25,50,NA,NA,"squ_rect",50,"bois","b","wood",0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"R1777",148,0.624472574,"R",1777,"D/FL","D/FL","D/FL",0,7.696667082,"2,201.0",1,"Paysage avec figures, ruine et boeufs, figures PENDANTS","Dujardin, Karel",0,"n/a","Karel du Jardin","Donjeux, Vincent for Dutartre, Antoine-Jean-Baptiste","DC","C",1,"D",13.5,15.5,209.25,NA,NA,"squ_rect",209.25,"toile","t","canvas",0,0,0,0,0,1,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"P1775",19,0.253333333,"P",1775,"D/FL","D/FL","D/FL",0,5.298317367,"200.0",1,"Un tableau du premier temps de ce Maître étant en Italie ; il représente le dehors d'une masure, près de laquelle on voit deux cavaliers, une femme tenant un enfant, plusieurs autres figures & uu [sic] cheval blanc ; le fond est terminé par une riviere & des montagnes.","Wouwerman, Philips",0,"n/a","Philippe Wouermans","Briand","U","U",0,"",20.5,25.5,522.75,NA,NA,"squ_rect",522.75,"bois","b","wood",0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"P1780",93,0.694029851,"P",1780,"X","X","X",1,4.9698133,"144.0",1,"Salmasis & Hermaphrodite","Mannlich Family",0,"n/a","Manlich","Hamon","D","D",0,"",36,27,972,NA,NA,"squ_rect",972,"toile","t","canvas",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"R1770",104,0.8125,"R",1770,"F","F","F",0,6.214608098,"500.0",1,"Rochers, marine, matelots, fabriques au clair d elune","Vernet (CJ), Claude-Joseph",1,"n/a","Joseph Vernet","Folliot, Julien","D","D",0,"",18,24,432,NA,NA,"squ_rect",432,"toile","t","canvas",0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"J1777",20,0.416666667,"J",1777,"D/FL","D/FL","D/FL",0,3.481240089,"32.5",1,"(4) Paysage orné de figures dans différents occupations","Michau, Théobald",0,"n/a","Michau","Unknown","","",NA,"",NA,NA,NA,1.75,2.4040625,"round",2.4040625,"cuivre","c","copper",0,0,0,1,0,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"R1771",47,0.274853801,"R",1771,"F","F","F",0,3.238678452,"25.5",1,"(2) Esther & Assuerus; couronnement","Troy (JF), Jean-François de",0,"n/a","J. B. de Troy","Langlier, Jacques","D","D",0,"",20.5,30,615,NA,NA,"squ_rect",615,"toile","t","canvas",0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"R1765",21,0.344262295,"R",1765,"D/FL","D/FL","D/FL",0,3.218875825,"25.0",1,"(2) Deux Paysages peints sur bois, de chacun cinq pouces & demi de haut, sur huit de large, l'un représente un clair de Lune, & l'autre un tems serein ; dans le premier on voit un Astronome, dans le second deux Cavaliers conduits par un Paysan ; ces deux Tableaux sont très harmonieux, il y regne une suavité qui fait plaisir : ils paroissent être Originaux de Jacques Van Artois, ou d'un très bon Maître de l'Ecole de Van Uden.","Arthois, Jacques d'",0,"n/a","Jacques van Artois","Unknown","","",NA,"",5.5,8,44,NA,NA,"squ_rect",44,"bois","b","wood",0,0,1,0,0,1,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"R1771",20,0.116959064,"R",1771,"D/FL","D/FL","D/FL",0,6.803505258,"901.0",1,"Deux hommes, femme & animaux","Pynacker, Adam",0,"n/a","Adam Pynaker","Unknown","","",NA,"",20.25,24,486,NA,NA,"squ_rect",486,"toile","t","canvas",0,0,0,0,0,0,0,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"L1768",13,0.06372549,"L",1768,"D/FL","D/FL","D/FL",1,4.605170186,"100.0",1,"Joueurs de Boule","Teniers II the Younger, David",0,"n/a","Teniers","Unknown","","",NA,"",14,21.5,301,NA,NA,"squ_rect",301,"toile","t","canvas",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"J1772",15,0.75,"J",1772,"D/FL","D/FL","D/FL",0,4.317488114,"75.0",1,"Une Femme auprès d'un puits, elle tient un sceau ; sur le devant se voyent un pot à lait, un panier des légumes, & autres ustensiles de campagne","Kalf, Willem",0,"n/a","Kalft","Unknown","","",NA,"",9,8,72,NA,NA,"squ_rect",72,"bois","b","wood",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"R1777",94,0.396624473,"R",1777,"D/FL","D/FL","D/FL",0,7.915713199,"2,740.0",1,"Homme, femme, cheval blanc, chien","Wouwerman, Philips",0,"n/a","Philippe Wouwermans","Quenet for Dufort, comte de","DC","C",1,"D",12,9,108,NA,NA,"squ_rect",108,"","","",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"L1768",72,0.352941176,"L",1768,"D/FL","D/FL","D/FL",1,4.276666119,"72.0",1,"Temptation de St. Antoine","Teniers II the Younger, David",0,"n/a","David Teniers","Unknown","","",NA,"",18,2,36,NA,NA,"squ_rect",36,"bois","b","wood",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"R1771",114,0.666666667,"R",1771,"X","X","X",1,3.688879454,"40.0",1,"Buste de Rembrandt","Anonymous",0,"n/a","not specified","Unknown","","",NA,"",17.5,14.75,258.125,NA,NA,"squ_rect",258.125,"toile","t","canvas",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
"R1764",83,0.165338645,"R",1764,"F","F","F",0,4.276666119,"72.0",1,"Notre Seigneur descendu de la croix, accompagné de deux Anges, dont un lui tient la main droite","Poussin, Nicolas",0,"n/a","Nicolas Poussin","Marcenay, de","U","U",0,"",13.25,10,132.5,NA,0,"octagon",132.5,"","","",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"L1778b",27,0.178807947,"L",1778,"D/FL","D/FL","D/FL",0,5.187385806,"179.0",1,"Beau paysage éclairé par un Soleil couchant","Uden, Lucas van",0,"n/a","Van-Uden","Unknown","","",NA,"",14,18,252,NA,NA,"squ_rect",252,"bois","b","wood",0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"R1767",37,0.116352201,"R",1767,"I","I","I",0,5.327876169,"206.0",1,"Notre Seigneur en Croix","Cignani, Carlo",0,"n/a","Carlo Cignani","Basan, Pierre-François","D","D",0,"",17.5,11.5,201.25,NA,NA,"squ_rect",201.25,"toile","t","canvas",0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"R1771",18,0.105263158,"R",1771,"D/FL","D/FL","D/FL",0,5.488937726,"242.0",1,"Mercure tenant son flageolet","Lis, Jan",0,"n/a","Jean Lis","Paillet, Alexandre-Joseph","D","D",0,"",26,37,962,NA,NA,"squ_rect",962,"toile","t","canvas",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
"L1778b",54,0.357615894,"L",1778,"D/FL","D/FL","D/FL",0,5.141663557,"171.0",1,"Une Mer agitée","Bakhuizen, Ludolf",0,"n/a","Louis Backuisen","Unknown","","",NA,"",12,18,216,NA,NA,"squ_rect",216,"toile ","t","canvas",0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"L1774",134,1,"R",1774,"X","X","X",1,2.351375257,"10.5",1,"(2) Fleurs dans vases","Anonymous",0,"n/a","not specified","Le Blanc, Jean-Bernard, abbé","D","D",0,"",NA,NA,NA,NA,NA,"squ_rect",NA,"huile/pastel","pa","other",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"R1776",201,0.607250755,"R",1776,"F","F","F",0,7.605890001,"2,010.0",1,"Un port de mer","Gellée (Lorrain), Claude",0,"n/a","Claude Gelée, dit Le Lorrain","Donjeux, Vincent","D","D",0,"",42,61,2562,NA,NA,"squ_rect",2562,"toile","t","canvas",0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"R1767",177,0.556603774,"R",1767,"D/FL","D/FL","D/FL",0,8.988695697,"8,012.0",1,"Une Femme assise sur un mulet","Berchem, Nicolaes Pieterszoon",0,"n/a","Nicolas Berghem","Rémy, Pierre for Ekaterina II, empress of Russia","EC","C",1,"E",53.25,59.5,3168.375,NA,NA,"squ_rect",3168.375,"toile","t","canvas",0,1,0,0,0,0,0,1,1,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0
"L1778b",82,0.543046358,"L",1778,"D/FL","D/FL","D/FL",0,2.995732274,"20.0",1,"Des antres de rocher & une grotte","Hattich (P), Petrus van",0,"n/a","Van Hartich","Unknown","","",NA,"",11,14,154,NA,NA,"squ_rect",154,"bois","b","wood",0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"J1777",8,0.166666667,"J",1777,"D/FL","D/FL","D/FL",0,5.686975356,"295.0",1,"Vue de l'ancien Château de Versailles","Meulen, Adam Frans van der",0,"n/a","vander Meulen","Ménageot, Augustin","D","D",0,"",21,25.5,535.5,NA,NA,"squ_rect",535.5,"toile","t","canvas",0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0
"J1776",29,0.517857143,"J",1776,"D/FL","D/FL","D/FL",0,8.699514748,"6,000.0",1,"Fête Flamande","Teniers II the Younger, David",0,"n/a","David Teniers","Quenet","D","D",0,"",21,28.5,598.5,NA,NA,"squ_rect",598.5,"cuivre","c","copper",0,1,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0
"L1764",21,0.344262295,"L",1764,"X","X","F",1,0.182321557,"1.2",1,"(5) les Batailles d'Alexandre","after Le Brun, Charles",0,"after","d'après Charles le Brun, impression de Goyton","Unknown","","",NA,"",NA,NA,NA,NA,NA,"squ_rect",NA,"estampes collées sur toile","p","other",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"L1778",38,0.603174603,"L",1778,"F","F","F",0,5.478553417,"239.5",1,"(2) Paysages avec ruines","Patel I, Pierre",0,"n/a","Pierre Patel","Le Prieur","U","U",0,"",18,14,252,NA,NA,"squ_rect",252,"bois","b","wood",0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"R1776",36,0.108761329,"R",1776,"D/FL","D/FL","D/FL",0,5.688668837,"295.5",1,"(2) Paysages avec Fuite en Egypte / pont et figures","Bril (P), Paul",0,"n/a","Paul Bril","Rémy, Pierre for Beaujon, Nicolas de","EC","C",1,"E",4.5,6.5,29.25,NA,NA,"squ_rect",29.25,"cuivre","c","copper",0,0,0,0,0,1,0,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"R1777",198,0.835443038,"R",1777,"F","F","F",0,6.783325201,"883.0",1,"Paysage avec figures, fontaine rustique, moutonsm chevres","Boucher (F), François",0,"n/a","François Boucher","Chariot, Antoine-Claude for Millon d'Ailly, Augustin","DC","C",1,"D",13.75,15.5,213.125,NA,NA,"squ_rect",213.125,"toile","t","canvas",0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"R1776",143,0.432024169,"R",1776,"D/FL","D/FL","D/FL",0,7.313220387,"1,500.0",1,"Bâtiments, colonnes, figures","Ulft, Jacob van der",0,"n/a","Jacques vander-Ulft","Lebrun, Jean-Baptiste-Pierre","D","D",0,"",20,46,920,NA,NA,"squ_rect",920,"n/a","n/a","",0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"J1768",71,0.689320388,"J",1768,"F","F","F",0,1.945910149,"7.0",1,"Un soleil couchant","Bourdon, Sébastien",0,"n/a","S. Bourdon","Joullain, François-Charles","E","E",0,"",15,23,345,NA,NA,"squ_rect",345,"toile","t","canvas",0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"P1780",1,0.007462687,"P",1780,"F","F","F",0,4.605170186,"100.0",1,"Le Triomphe de l'Amour","Vleughels, Nicolas",0,"n/a","Le Chevalier Vleughels","Paillet, Alexandre-Joseph","E","E",0,"",10,14,140,NA,NA,"squ_rect",140,"-","","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"R1777",224,0.945147679,"R",1777,"F","F","F",0,6.488444764,"657.5",1,"Marche avec mulet, bagages…","Deshays (JBH), Jean-Baptiste-Henri",0,"n/a","Jean Baptiste Henri Deshayes","Paillet, Alexandre-Joseph","D","D",0,"",11,14,154,NA,NA,"squ_rect",154,"toile","t","canvas",0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"R1767",275,0.864779874,"R",1767,"F","F","F",0,4.828313737,"125.0",1,"Un Pont, différentes Fabriques & du Paysage","Pierre, Jean-Baptiste-Marie",1,"n/a","Jean-Baptiste Marie Pierre","Doyen de Monville","U","U",0,"",24,28,672,NA,NA,"squ_rect",672,"toile","t","canvas",0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"P1780",127,0.947761194,"P",1780,"F","F","F",1,3.871201011,"48.0",1,"(2) Venus tenant la pomme; l'Amour tenant des flèches","Fragonard (JH), Jean-Honoré",1,"n/a","H. Fragonard","Le Pelletier de Morfontaine, Louis","C","C",0,"",21,17,357,NA,NA,"squ_rect",357,"tableau","ta","",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
"R1767",206,0.647798742,"R",1767,"A","A","D/FL",1,4.276666119,"72.0",1,"Un Paysage montagneux, avec quatre figures","Loder",0,"n/a","Loder","Rigaud, Hyacinthe","C","C",0,"",10.25,16.5,169.125,NA,NA,"squ_rect",169.125,"toile","t","canvas",4,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"R1773",19,0.333333333,"R",1773,"D/FL","D/FL","D/FL",0,5.872117789,"355.0",1,"Un paysage & les ruines d'un bâtiment, bordêes en partie par un fossé, proche duquel sont une femme debout silant, & un homme assis qui lave ses jambes ; deux hommes & plusieurs animaux s'apperçoivent sur un plan élevé ; le point de vue à gauche se termine par des montagnes.","Pynacker, Adam",0,"n/a","Adam Pinaker","Lebrun, Jean-Baptiste-Pierre","D","D",0,"",12.75,15,191.25,NA,NA,"squ_rect",191.25,"bois","b","wood",0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0
"L1774",20,0.149253731,"R",1774,"D/FL","D/FL","D/FL",0,5.828945618,"340.0",1,"(2) Figures, fabriques & paysages","Poelenberch, Cornelis van",0,"n/a","Corneille Poelemburg","Quenet","D","D",0,"",6,7.5,45,NA,NA,"squ_rect",45,"bois","b","wood",0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"R1769",14,0.237288136,"R",1769,"D/FL","D/FL","D/FL",0,7.244941546,"1,401.0",1,"(2) Riviere embarquement/","Breughel I the Elder (J), Jan",0,"n/a","Jean Breughel, ou Breughel de Velours","Valade, Jean for Ravanne, Miotte de","DC","C",1,"D",6.25,9.5,59.375,NA,NA,"squ_rect",59.375,"cuivre","c","copper",39,0,0,0,0,1,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"R1776",326,0.98489426,"R",1776,"G","G","G",1,2.995732274,"20.0",1,"(2) petits paysages","Röser, Matthias Bartholomäus",1,"n/a","Roser","Destouches","D","D",0,"",NA,NA,NA,NA,NA,"squ_rect",NA,"n/a","n/a","",0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"J1768",30,0.291262136,"J",1768,"G","G","D/FL",1,1.098612289,"3.0",1,"(2) des Polonois à cheval au pied d'une Montagne; la Vue d'un Château sur une colline avec deux arbres sur le devant","Baur, Johann Wilhelm",0,"n/a","W. Baur","Lebrun, Pierre","D","D",0,"",6,8,48,NA,NA,"squ_rect",48,"bois","b","wood",0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"R1773",7,0.122807018,"R",1773,"D/FL","D/FL","D/FL",0,5.220355825,"185.0",1,"Le jeune Tobie tenant un poisson, est accompagné d'un ange : plusieurs édifices anciens & du paysage ornent le fond","Poelenberch, Cornelis van",0,"n/a","Corneille Poelemburg","Poisson","U","U",0,"",14,11,154,NA,NA,"squ_rect",154,"bois","b","wood",0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"R1767",169,0.531446541,"R",1767,"D/FL","D/FL","D/FL",0,3.688879454,"40.0",1,"(2) Une Fille & un Garçon","Coques, Gonzales",0,"n/a","Gonzales Coques","Albertas, Henri Reynaud d'","C","C",0,"",5.75,4.5,25.875,NA,NA,"squ_rect",25.875,"bois","b","wood",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"P1780",41,0.305970149,"P",1780,"F","F","F",0,2.917770732,"18.5",1,"(2) Clair de Lune; Rochers & Chûte d'eau","Sarazin Family",0,"n/a","Sarazin","Silvestre, Jacques-Augustin de","D","D",0,"",16,13,208,NA,NA,"squ_rect",208,"tableau","ta","",0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"R1764",69,0.137450199,"R",1764,"D/FL","D/FL","D/FL",0,4.110873864,"61.0",1,"Un Paysage du meilleur tems de ce Maître, avec figures & animaux","Vermeer van Haarlem III, Jan",0,"n/a","Vander Meer de Jonge","Langeac, marquis de","C","C",0,"",7.5,10,75,NA,0,"squ_rect",75,"toile","t","canvas",0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"J1779",12,0.52173913,"J",1779,"D/FL","D/FL","D/FL",0,1.609437912,"5.0",1,"(2) Paysage avec homme à cheval; une bataille","Both (J), Jan; Chantereau, Jérôme François",0,"n/a","Both et Chantereau","Poixmenu, Jean Baptiste","D","D",0,"",NA,NA,NA,5,19.625,"round",19.625,"bois","b","wood",0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"J1777b",NA,0.689655172,"J",1777,"F","F","F",0,4.65396035,"105.0",1,"(2) Sujets champêtres","Bar, Bonaventure de",0,"n/a","De Bar","Lebel","U","U",0,"",19,24,456,NA,NA,"squ_rect",456,"toile","t","canvas",0,0,0,0,0,1,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"L1768",2,0.009803922,"L",1768,"F","F","F",1,6.396929655,"600.0",1,"Paysage te figures","Le Nain Family",0,"n/a","Lenain","Unknown","","",NA,"",36,48,1728,NA,NA,"squ_rect",1728,"toile","t","canvas",0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"L1780",5,0.151515152,"L",1780,"D/FL","D/FL","D/FL",0,4.094344562,"60.0",1,"Paysage avec figures","Verboom, Adriaen Hendrikszoon; Lingelbach, Johannes",0,"n/a","Verboom et Lingelback","Unknown","","",NA,"",10,26,260,NA,NA,"squ_rect",260,"bois","b","wood",0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"R1770",99,0.7734375,"R",1770,"F","F","F",0,5.023880521,"152.0",1,"Hercule et les chevaux de Diomede","Pierre, Jean-Baptiste-Marie",1,"n/a","Jean-Baptiste Marie Pierre","Stroganoff, Alexandre comte de","C","C",0,"",24,18,432,NA,NA,"squ_rect",432,"cuivre","c","copper",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"R1766",57,0.863636364,"R",1766,"D/FL","D/FL","F",1,2.48490665,"12.0",1,"Paysage avec des Animaux","Cabel, Adriaan van der",0,"n/a","Vander Cabel","Rémy, Pierre","E","E",0,"",10.5,13.5,141.75,NA,NA,"squ_rect",141.75,"toile","t","canvas",0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"R1777",162,0.683544304,"R",1777,"F","F","D/FL",1,6.214608098,"500.0",1,"Paysage avec figures rochers chute d'eau…","Loutherbourg, Philippe Jacques de",1,"n/a","Louterbourg","Dubois","D","D",0,"",76,80,6080,NA,NA,"squ_rect",6080,"toile","t","canvas",0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"L1780",17,0.515151515,"L",1780,"F","F","F",0,5.966146739,"390.0",1,"Esquisse de Jupiter et Junon","Doyen, Gabriel-François",1,"n/a","M. Doyen","Unknown","","",NA,"",19,15,285,NA,NA,"squ_rect",285,"papier monté sous verre","p","other",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"J1777",36,0.75,"J",1777,"F","F","F",0,4.382026635,"80.0",1,"(2) Femmes au bain","Vien (JM), Joseph-Marie",1,"n/a","J. Vien","Unknown","","",NA,"",7,4.75,33.25,NA,NA,"squ_rect",33.25,"papier","p","other",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
